Customer ID,Recency,Frequency,Monetary
12421.0,16,6,1098.6
12422.0,96,17,5231.8
12423.0,1,10,2622.39
12424.0,163,4,3340.03
12425.0,78,2,1741.41
12426.0,195,2,1345.21
12427.0,22,3,825.8
12428.0,26,9,7956.46
12429.0,9,8,6204.41
12430.0,43,1,256.4
12431.0,36,27,10432.22
12432.0,43,5,5059.32
12433.0,1,10,16794.14
12434.0,85,3,1103.43
12435.0,80,6,13925.93
12436.0,100,1,509.01
12437.0,2,39,12683.4
12438.0,14,2,2906.85
12439.0,683,2,1142.88
12440.0,462,2,859.2
12441.0,367,1,173.55
12442.0,3,1,172.06
12443.0,732,1,485.31
12444.0,21,5,5005.46
12445.0,22,2,434.98
12446.0,58,1,1002.3100000000001
12447.0,243,1,476.49
12448.0,44,1,449.45
12449.0,22,6,4835.89
12450.0,156,5,688.2
12451.0,11,8,12669.88
12452.0,17,2,430.57
12453.0,134,1,707.09
12454.0,56,5,16679.78
12455.0,73,10,5879.95
12456.0,44,3,3181.04
12457.0,66,8,2995.91
12458.0,71,4,1777.49
12459.0,605,1,454.36
12460.0,456,1,326.65
12461.0,94,2,826.88
12462.0,19,2,1189.59
12463.0,53,4,1344.78
12464.0,10,8,1212.05
12465.0,17,2,742.1899999999999
12466.0,682,1,56.73
12467.0,423,1,132.8
12468.0,188,5,3670.74
12469.0,523,2,3070.54
12470.0,690,1,211.95
12471.0,2,79,39918.19
12472.0,32,19,16249.289999999999
12473.0,29,5,3928.0499999999997
12474.0,17,31,12372.75
12475.0,54,2,1149.64
12476.0,16,23,14083.91
12477.0,23,9,20276.37
12478.0,4,1,680.99
12479.0,11,1,527.2
12480.0,28,7,5464.85
12481.0,23,15,12185.51
12482.0,576,29,23691.4
12483.0,17,19,5097.18
12484.0,33,12,6354.1
12485.0,529,1,708.1
12486.0,432,1,1037.28
12487.0,731,1,285.29999999999995
12488.0,10,3,1298.66
12489.0,336,1,334.93
12490.0,5,21,9823.64
12491.0,39,1,460.40000000000003
12492.0,63,3,715.21
12493.0,166,2,433.74
12494.0,16,9,1815.27
12495.0,641,1,357.4
12496.0,620,2,45.34
12497.0,82,3,6248.5
12498.0,21,3,403.70000000000005
12499.0,560,1,393.72
12500.0,23,19,5955.21
12501.0,337,1,2169.39
12502.0,96,5,3723.87
12503.0,584,1,1126.0
12504.0,18,4,779.05
12505.0,409,1,955.2
12506.0,233,1,73.5
12507.0,134,4,1844.06
12508.0,26,2,397.88
12509.0,284,1,176.5
12510.0,143,9,5178.02
12511.0,429,1,3084.02
12512.0,66,2,132.18
12513.0,113,1,612.29
12514.0,267,2,1597.76
12515.0,353,1,383.7
12516.0,78,4,2648.62
12517.0,28,5,2481.6
12518.0,1,5,2056.89
12519.0,64,2,716.54
12520.0,79,5,2634.26
12521.0,143,1,599.68
12522.0,39,2,192.72
12523.0,19,23,4352.35
12524.0,9,17,11126.11
12525.0,498,3,973.73
12526.0,1,3,1316.66
12527.0,82,5,735.51
12528.0,9,6,1933.48
12529.0,528,1,316.48
12530.0,60,9,3759.26
12531.0,15,2,1933.2
12532.0,30,1,349.83000000000004
12533.0,628,2,1367.89
12534.0,131,1,1089.18
12535.0,92,2,716.35
12536.0,43,3,12601.830000000002
12537.0,409,1,732.94
12538.0,29,2,640.45
12539.0,22,7,11214.75
12540.0,20,33,22254.49
12541.0,30,3,981.18
12542.0,484,2,481.88
12543.0,448,1,980.25
12544.0,36,1,372.7
12545.0,75,2,1000.39
12546.0,47,2,1161.5
12547.0,198,3,383.58
12548.0,166,1,95.19999999999999
12549.0,576,6,1575.68
12550.0,79,1,964.83
12551.0,358,1,168.0
12552.0,39,2,437.82
12553.0,8,12,4608.75
12554.0,449,1,468.5
12555.0,682,1,129.23
12556.0,50,2,599.56
12557.0,16,8,18096.14
12558.0,8,1,269.96
12559.0,311,2,561.71
12560.0,5,3,2134.01
12561.0,303,1,238.85
12562.0,8,9,4966.92
12563.0,409,1,249.24
12564.0,261,1,456.9
12565.0,289,1,145.92
12566.0,86,1,351.65
12567.0,23,15,11767.48
12568.0,645,1,70.0
12569.0,2,32,4124.69
12570.0,682,1,77.52
12571.0,40,2,519.61
12572.0,9,2,1020.42
12573.0,227,5,717.41
12574.0,316,1,218.45
12575.0,457,2,622.8199999999999
12576.0,36,8,2142.72
12577.0,35,8,1617.1
12578.0,21,4,4642.45
12579.0,78,1,440.42
12580.0,247,2,1052.9
12581.0,40,1,197.71
12582.0,239,4,1980.4
12583.0,3,27,13591.58
12584.0,4,9,2338.15
12585.0,234,2,2040.1
12586.0,17,4,2062.67
12587.0,8,1,144.0
12588.0,39,4,958.78
12589.0,29,8,4695.66
12590.0,211,2,9864.26
12591.0,317,3,1338.95
12592.0,92,5,2582.66
12593.0,109,3,418.09999999999997
12594.0,38,15,5090.110000000001
12595.0,505,1,299.02
12596.0,51,2,618.27
12597.0,19,4,3811.22
12598.0,10,11,4534.09
12599.0,29,13,2296.72
12600.0,29,21,4967.42
12601.0,190,6,681.26
12602.0,59,1,153.12
12603.0,22,1,739.1999999999999
12604.0,79,2,254.18
12605.0,376,4,1232.95
12606.0,682,1,21.0
12607.0,60,1,1579.51
12608.0,405,1,415.79
12609.0,78,9,3435.86
12610.0,23,5,2099.54
12611.0,52,1,1193.32
12612.0,74,1,704.0400000000001
12613.0,57,10,6817.37
12614.0,278,1,315.6
12615.0,2,8,5740.98
12616.0,95,3,1131.1
12617.0,29,1,352.98
12618.0,22,1,177.31
12619.0,16,10,3781.38
12620.0,15,3,1339.41
12621.0,2,35,24311.2
12622.0,232,1,180.1
12623.0,276,7,3747.84
12624.0,106,2,641.13
12625.0,212,4,5164.88
12626.0,23,9,6620.48
12627.0,11,7,4478.53
12628.0,4,3,786.46
12629.0,386,2,1558.22
12630.0,10,2,1270.88
12631.0,57,6,3481.57
12632.0,521,2,804.88
12633.0,59,7,5678.16
12634.0,536,2,490.0
12635.0,90,4,2930.41
12636.0,739,1,141.0
12637.0,67,12,8283.81
12638.0,33,2,921.49
12639.0,239,3,1312.37
12640.0,24,3,1174.58
12641.0,115,1,185.9
12642.0,25,3,1013.26
12643.0,128,12,8304.82
12644.0,130,4,1918.49
12645.0,34,8,3539.3
12646.0,5,2,1346.97
12647.0,22,36,16955.55
12648.0,155,4,1112.0
12649.0,107,8,2294.65
12650.0,3,1,314.44
12651.0,335,4,377.75
12652.0,331,2,1017.03
12653.0,149,3,4160.83
12654.0,11,5,601.98
12655.0,424,1,261.35
12656.0,17,8,6407.83
12657.0,11,4,1643.18
12658.0,19,1,686.05
12659.0,30,1,91.68
12660.0,11,1,245.1
12661.0,436,1,162.0
12662.0,1,20,6726.54
12663.0,625,2,239.4
12664.0,8,11,6070.04
12665.0,325,3,313.6
12666.0,394,1,1248.42
12667.0,58,1,620.13
12668.0,12,10,11383.03
12669.0,151,3,2744.0299999999997
12670.0,10,7,3760.29
12671.0,606,1,2622.481
12672.0,330,2,437.05
12673.0,5,3,1230.02
12674.0,39,4,1970.6
12675.0,554,2,957.25
12676.0,25,11,2843.09
12677.0,555,2,395.1
12678.0,42,21,34281.18
12679.0,59,4,1113.02
12680.0,1,4,880.81
12681.0,15,45,29834.76
12682.0,4,52,22950.22
12683.0,4,21,11633.7
12684.0,8,7,2283.63
12685.0,28,6,2863.08
12686.0,372,1,89.14
12687.0,481,2,2138.91
12688.0,114,1,4873.8099999999995
12689.0,26,2,1247.61
12690.0,206,1,389.01
12691.0,28,7,1170.4
12692.0,637,1,110.95
12693.0,127,7,1703.02
12694.0,70,3,1843.35
12695.0,7,7,1407.1200000000001
12696.0,435,2,851.91
12697.0,29,3,957.59
12698.0,590,1,339.75
12699.0,418,1,638.11
12700.0,8,4,4939.99
12701.0,80,6,2446.41
12702.0,20,1,219.0
12703.0,71,4,1006.53
12704.0,7,8,2340.84
12705.0,15,14,11762.1
12707.0,292,1,603.42
12708.0,30,18,5117.66
12709.0,15,34,30291.76
12710.0,97,3,1149.02
12711.0,612,2,1339.05
12712.0,29,21,6723.03
12713.0,1,1,848.55
12714.0,9,12,14093.71
12715.0,106,1,343.36
12716.0,4,2,1053.49
12717.0,151,3,1308.91
12718.0,71,1,238.25
12719.0,5,2,644.95
12720.0,3,30,7787.28
12721.0,32,8,4013.08
12722.0,85,4,997.63
12723.0,4,5,725.07
12724.0,5,7,2317.52
12725.0,371,4,2266.76
12726.0,28,11,4014.6
12727.0,11,10,5679.53
12728.0,71,5,1070.17
12729.0,114,1,453.01
12730.0,522,1,829.25
12731.0,24,17,25775.71
12732.0,180,1,236.26000000000002
12733.0,234,4,2424.87
12734.0,353,3,639.65
12735.0,315,2,779.5699999999999
12736.0,333,1,234.0
12737.0,499,2,3710.5
12738.0,372,1,155.35
12739.0,78,4,2726.73
12740.0,64,1,427.6
12741.0,529,2,406.07
12742.0,626,1,1201.52
12743.0,134,2,540.13
12744.0,52,11,25317.06
12745.0,487,3,925.41
12746.0,541,1,254.55
12747.0,2,26,8898.48
12748.0,1,336,53539.64
12749.0,4,9,6897.36
12750.0,129,1,275.88
12751.0,445,1,268.27
12752.0,81,1,4366.78
12753.0,23,6,21429.39
12754.0,236,3,3010.74
12755.0,281,11,5236.259999999999
12756.0,87,1,112.07999999999998
12757.0,16,13,7834.650000000001
12758.0,117,7,9903.24
12759.0,52,8,5020.74
12760.0,456,1,347.8
12761.0,458,2,782.95
12762.0,8,2,1898.52
12763.0,138,2,494.08
12764.0,317,1,1693.88
12765.0,472,6,1404.58
12766.0,4,9,8918.99
12767.0,376,1,949.82
12768.0,451,1,168.69000000000003
12769.0,239,1,1143.6
12770.0,211,2,3246.45
12771.0,486,1,282.3
12772.0,60,1,892.47
12773.0,564,1,124.25
12774.0,536,1,98.7
12775.0,17,7,1686.12
12776.0,668,1,55.5
12777.0,458,1,519.45
12778.0,20,9,1775.68
12779.0,38,14,6474.11
12780.0,599,1,337.4
12781.0,64,2,826.74
12782.0,5,11,4618.24
12783.0,2,6,2225.91
12784.0,9,3,1763.15
12785.0,364,3,1100.4
12786.0,610,1,728.5
12787.0,10,4,862.18
12788.0,463,4,444.9
12789.0,65,3,273.35
12790.0,192,2,591.85
12791.0,374,6,863.51
12792.0,257,2,827.01
12793.0,335,3,885.53
12794.0,53,2,860.41
12795.0,19,1,430.48
12796.0,628,1,381.0
12797.0,366,2,552.08
12798.0,10,4,8510.93
12799.0,529,1,219.35
12800.0,470,3,584.25
12801.0,501,1,1071.82
12802.0,187,7,2416.42
12803.0,393,1,1092.81
12804.0,466,2,325.37
12805.0,382,4,1434.95
12806.0,435,4,2878.96
12807.0,383,1,330.35
12808.0,37,5,776.7
12809.0,178,3,1755.94
12810.0,535,2,534.99
12811.0,261,5,1033.9
12812.0,45,1,229.64000000000001
12813.0,502,3,1687.8
12814.0,102,1,125.92
12815.0,148,2,1063.46
12816.0,96,2,572.2
12817.0,281,3,690.98
12818.0,262,1,1542.08
12819.0,458,1,540.52
12820.0,3,11,2689.52
12821.0,214,2,220.8
12822.0,71,2,948.88
12823.0,75,18,6501.5
12824.0,60,1,397.12
12825.0,521,2,518.63
12826.0,3,12,2800.75
12827.0,6,3,430.15000000000003
12828.0,3,6,1018.71
12829.0,337,3,385.3
12830.0,38,6,6814.64
12831.0,262,3,451.11
12832.0,32,2,383.03
12833.0,145,1,417.38
12834.0,283,1,312.38
12835.0,428,41,5996.83
12836.0,59,15,6559.7300000000005
12837.0,173,2,662.66
12838.0,34,10,2975.91
12839.0,3,26,9669.12
12840.0,144,7,4041.97
12841.0,5,40,6958.2
12842.0,70,4,1917.99
12843.0,66,30,6583.36
12844.0,29,4,648.6
12845.0,267,4,354.09
12846.0,682,1,15.58
12847.0,22,2,1609.0
12848.0,676,1,208.0
12849.0,31,6,3042.47
12850.0,446,1,330.0
12851.0,97,2,280.76
12852.0,295,1,311.55
12853.0,135,11,3907.5
12854.0,79,7,2970.9700000000003
12855.0,373,4,612.84
12856.0,8,6,2170.78
12857.0,211,6,3688.0
12858.0,383,1,147.27
12859.0,459,1,575.1
12860.0,693,1,54.22
12861.0,620,1,68.25
12862.0,426,2,984.62
12863.0,52,6,2792.5499999999997
12864.0,138,2,299.57
12865.0,26,4,3323.47
12866.0,283,3,1227.35
12867.0,26,13,7829.26
12868.0,186,8,2043.76
12869.0,682,1,337.66999999999996
12870.0,375,3,1676.95
12871.0,84,3,744.02
12872.0,327,12,3283.96
12873.0,282,3,2027.3
12874.0,385,2,948.42
12875.0,143,5,1356.99
12876.0,58,4,4081.79
12877.0,4,20,2942.14
12878.0,236,2,854.99
12879.0,45,3,573.22
12880.0,382,2,640.13
12881.0,276,1,298.0
12882.0,9,2,1463.04
12883.0,25,4,703.47
12884.0,88,1,309.05
12885.0,63,3,1175.22
12886.0,68,2,1378.4
12887.0,384,1,222.4
12888.0,214,2,354.12
12889.0,381,4,385.46000000000004
12890.0,24,2,706.02
12891.0,186,11,840.5
12892.0,397,1,263.38
12893.0,31,1,176.55
12894.0,575,1,157.35
12895.0,42,2,372.8
12897.0,205,4,514.25
12898.0,464,2,296.21000000000004
12899.0,414,1,366.4
12900.0,422,1,340.33
12901.0,9,28,17654.54
12902.0,265,1,138.68
12903.0,429,1,833.53
12904.0,18,2,496.06
12905.0,577,2,1018.42
12906.0,12,5,2919.81
12907.0,396,2,508.91
12908.0,176,5,1776.0
12909.0,40,8,3103.19
12910.0,23,13,5796.52
12911.0,552,1,1651.72
12912.0,3,5,1662.3
12913.0,5,13,6283.24
12914.0,401,1,223.98
12915.0,149,4,975.1
12916.0,139,7,4479.73
12917.0,128,6,4359.2
12918.0,626,1,10953.5
12919.0,8,6,1335.19
12920.0,17,4,486.64
12921.0,9,74,35233.24
12922.0,161,1,405.38
12923.0,64,3,770.42
12924.0,88,12,2469.4
12925.0,5,3,729.3299999999999
12926.0,411,4,1523.97
12927.0,395,1,197.31
12928.0,35,12,4304.89
12929.0,312,1,117.85
12930.0,78,2,415.8
12931.0,22,57,92347.34
12932.0,539,8,1698.56
12933.0,24,8,1636.6299999999999
12934.0,737,1,181.65
12935.0,2,15,4243.86
12936.0,17,4,1063.9
12937.0,15,9,3097.61
12938.0,26,1,114.14
12939.0,64,20,25264.8
12940.0,55,2,899.69
12941.0,724,1,377.49
12942.0,131,3,675.6
12943.0,558,2,496.5
12944.0,36,2,604.51
12945.0,288,2,900.11
12946.0,437,1,324.45
12947.0,144,6,1603.99
12948.0,16,9,2317.43
12949.0,31,22,15526.7
12950.0,2,3,1843.0
12951.0,9,15,3213.7200000000003
12952.0,6,4,1387.79
12953.0,10,2,828.8100000000001
12954.0,639,1,162.45
12955.0,1,11,4757.16
12956.0,306,4,521.89
12957.0,10,13,8706.97
12958.0,400,2,467.34
12959.0,484,1,150.95
12960.0,414,4,1322.07
12961.0,379,1,211.99
12962.0,7,2,266.39
12963.0,8,12,3235.79
12964.0,437,1,132.24
12965.0,89,1,769.8100000000001
12966.0,10,1,160.18
12967.0,358,3,2938.52
12968.0,112,1,135.95
12969.0,603,1,122.45
12970.0,7,10,1453.6
12971.0,4,116,15704.6
12972.0,414,4,1161.2
12973.0,414,1,385.55
12974.0,198,2,408.95
12975.0,437,6,2100.09
12976.0,212,8,3156.38
12977.0,156,4,513.88
12978.0,385,5,2502.82
12979.0,729,1,517.7
12980.0,158,21,16245.78
12981.0,30,2,372.21999999999997
12982.0,243,8,2744.81
12983.0,598,1,490.08000000000004
12984.0,19,1,97.5
12985.0,1,2,1239.38
12986.0,429,10,2729.84
12987.0,74,5,1312.21
12988.0,292,1,505.82
12989.0,3,33,13551.75
12990.0,31,7,955.5
12991.0,23,3,764.82
12992.0,725,1,93.35000000000001
12993.0,23,8,1259.6299999999999
12994.0,4,3,974.4200000000001
12995.0,85,1,211.32
12996.0,376,1,355.5
12997.0,22,8,2110.91
12998.0,493,3,920.08
12999.0,196,3,455.88
13000.0,107,4,1032.5
13001.0,4,33,24042.65
13002.0,318,3,414.13
13003.0,106,3,149.05
13004.0,12,36,11650.85
13005.0,174,4,999.68
13006.0,56,1,81.57
13007.0,580,1,175.25
13008.0,323,3,612.13
13009.0,673,1,234.0
13010.0,374,2,330.12
13011.0,372,1,50.550000000000004
13012.0,9,11,2957.83
13013.0,1,29,11097.43
13014.0,11,11,5381.08
13015.0,53,11,6579.78
13016.0,73,3,789.89
13017.0,7,1,204.0
13018.0,16,35,9763.16
13019.0,379,6,1229.95
13020.0,563,2,618.96
13021.0,4,17,4887.24
13022.0,430,1,65.3
13023.0,64,3,1449.03
13024.0,471,2,555.87
13025.0,732,1,323.39
13026.0,1,9,1733.08
13027.0,114,19,17239.2
13028.0,23,2,661.3199999999999
13029.0,31,5,1927.3
13030.0,11,2,752.4399999999999
13031.0,407,5,3292.84
13032.0,52,9,2815.96
13033.0,357,2,220.55
13034.0,55,3,756.82
13035.0,74,3,1364.2
13036.0,685,1,307.1
13037.0,138,12,3914.9500000000003
13038.0,80,3,908.46
13039.0,584,4,1010.73
13040.0,9,2,676.99
13041.0,451,4,799.13
13042.0,598,3,1488.59
13043.0,273,1,516.42
13044.0,291,11,4848.05
13045.0,99,3,808.92
13046.0,31,3,949.25
13047.0,32,24,8428.53
13048.0,14,9,4049.13
13049.0,64,4,1408.24
13050.0,15,35,11986.52
13051.0,579,2,155.8
13052.0,212,7,3119.33
13053.0,622,1,127.65
13055.0,78,4,2321.11
13056.0,551,1,209.48
13057.0,530,3,709.59
13058.0,25,3,271.40000000000003
13059.0,250,10,2291.77
13060.0,254,1,307.53
13061.0,72,1,248.61
13062.0,191,1,346.98
13063.0,481,1,188.4
13064.0,13,6,1666.8400000000001
13065.0,373,5,1055.05
13066.0,24,2,470.8
13067.0,82,3,508.51
13068.0,10,2,344.0
13069.0,1,38,9284.45
13070.0,192,4,751.7
13071.0,612,1,129.22
13072.0,267,1,177.15
13073.0,411,2,418.08
13074.0,511,4,1378.74
13075.0,130,1,919.61
13076.0,458,1,135.4
13077.0,1,11,2740.65
13078.0,3,57,29018.06
13079.0,4,6,419.18
13080.0,179,4,280.73
13081.0,12,28,56838.37
13082.0,126,21,7335.75
13083.0,4,3,395.43
13084.0,492,1,122.39999999999999
13085.0,158,8,2433.28
13086.0,383,1,439.33000000000004
13087.0,726,1,313.64
13088.0,417,1,236.11
13089.0,3,203,113416.91
13090.0,9,24,13091.74
13091.0,28,3,2321.82
13092.0,71,12,2140.28
13093.0,276,55,54144.25
13094.0,21,13,2209.44
13095.0,71,1,74.39999999999999
13096.0,394,1,419.70000000000005
13097.0,33,28,13324.1
13098.0,1,28,28882.44
13099.0,99,1,207.35999999999999
13101.0,234,4,695.4
13102.0,1,37,11380.1
13103.0,40,3,709.64
13104.0,3,9,1709.1
13105.0,436,1,72.0
13106.0,133,2,603.46
13107.0,44,9,5253.07
13108.0,373,2,748.46
13109.0,60,3,1134.03
13110.0,31,12,2957.4700000000003
13111.0,719,1,321.88000000000005
13112.0,541,1,20.6
13113.0,1,37,18230.07
13114.0,731,1,234.38
13115.0,12,10,5494.7
13116.0,138,1,501.14
13117.0,22,18,2255.66
13118.0,20,9,2415.41
13119.0,669,1,134.9
13120.0,239,1,30.599999999999998
13121.0,269,1,283.73
13122.0,94,2,922.39
13123.0,473,2,506.75
13124.0,90,4,4641.66
13125.0,524,1,148.62
13126.0,5,13,3774.81
13127.0,78,1,259.17
13128.0,631,1,263.5
13129.0,452,2,233.25
13130.0,94,1,64.0
13131.0,23,7,3313.77
13132.0,262,1,77.3
13133.0,274,3,200.45000000000002
13134.0,86,6,2475.23
13135.0,197,2,3371.45
13136.0,56,13,6274.56
13137.0,11,16,7586.94
13138.0,22,7,1274.01
13139.0,16,8,8202.98
13140.0,108,5,1054.92
13141.0,85,17,7656.08
13142.0,19,1,307.09
13143.0,585,1,405.1
13144.0,333,2,135.35
13145.0,40,7,1128.52
13146.0,26,1,228.91
13147.0,10,4,712.8000000000001
13148.0,29,26,8497.82
13149.0,14,4,1676.06
13150.0,484,3,449.96999999999997
13151.0,296,3,2465.21
13152.0,417,7,2146.38
13153.0,6,1,486.22
13154.0,399,3,1624.84
13155.0,33,6,1370.48
13156.0,385,3,1586.54
13157.0,49,9,5687.36
13158.0,95,5,1508.18
13159.0,9,4,1429.35
13160.0,22,1,91.8
13161.0,313,2,472.13
13162.0,122,16,9275.49
13163.0,610,1,17.65
13164.0,569,2,372.2
13165.0,46,3,1451.16
13166.0,283,2,875.93
13167.0,19,5,1125.15
13168.0,36,5,1840.73
13169.0,64,3,840.08
13170.0,27,1,108.81
13171.0,22,3,468.41
13172.0,400,1,69.6
13173.0,4,11,2399.82
13174.0,16,12,7995.36
13175.0,582,2,831.45
13176.0,46,1,481.49
13177.0,65,2,512.2
13178.0,26,21,14059.19
13179.0,619,1,572.3100000000001
13180.0,607,1,86.10000000000001
13181.0,381,1,359.69
13182.0,45,1,121.18
13183.0,8,15,7036.18
13184.0,15,10,1668.95
13185.0,268,1,71.4
13186.0,40,3,1575.89
13187.0,337,4,341.36
13188.0,11,1,114.60000000000001
13189.0,19,2,260.68
13190.0,544,3,570.66
13191.0,658,1,164.69
13192.0,95,6,2558.58
13193.0,61,1,112.08
13194.0,136,2,472.78
13195.0,414,1,136.73
13196.0,11,7,3068.84
13197.0,610,1,373.01000000000005
13198.0,10,8,4974.2300000000005
13199.0,4,67,15964.210000000001
13200.0,19,4,870.09
13201.0,502,4,1233.06
13202.0,394,7,1580.3
13203.0,10,10,2648.25
13204.0,731,1,966.6600000000001
13205.0,443,1,2803.2
13206.0,400,13,8308.19
13207.0,15,4,535.86
13208.0,59,9,1976.3
13209.0,30,13,8509.51
13210.0,94,1,353.48
13211.0,10,10,2618.77
13212.0,20,3,786.83
13213.0,57,11,3851.52
13214.0,418,7,3264.23
13215.0,402,1,81.6
13216.0,268,1,333.74
13217.0,122,4,666.48
13218.0,127,1,62.63999999999999
13219.0,618,1,76.23
13220.0,78,5,1336.0900000000001
13221.0,240,2,847.41
13222.0,577,1,88.5
13223.0,200,6,969.1200000000001
13224.0,60,2,2155.95
13225.0,3,16,16260.07
13226.0,273,2,312.46
13227.0,202,1,257.7
13228.0,81,1,358.0
13229.0,226,1,160.95
13230.0,4,30,6120.01
13232.0,13,7,1328.35
13233.0,74,4,1176.46
13234.0,673,2,346.5
13235.0,212,1,1031.07
13236.0,25,2,744.85
13237.0,388,1,643.0
13238.0,17,6,1006.63
13239.0,262,5,1594.69
13240.0,96,8,1475.79
13241.0,412,1,112.53
13242.0,112,7,699.4
13243.0,203,5,1220.38
13244.0,93,1,121.74000000000001
13245.0,51,2,989.22
13246.0,18,11,3351.75
13247.0,18,4,501.12
13248.0,125,2,465.68
13249.0,92,9,1608.93
13250.0,461,2,253.09
13251.0,402,1,252.68
13252.0,394,2,399.3
13253.0,157,4,2951.11
13254.0,376,1,51.410000000000004
13255.0,9,3,678.76
13257.0,436,1,149.75
13258.0,12,5,1009.43
13259.0,62,9,1402.54
13260.0,61,1,557.62
13261.0,269,2,944.1
13262.0,263,3,573.45
13263.0,1,39,8676.2
13264.0,443,1,722.5600000000001
13265.0,53,5,2092.66
13266.0,11,19,6135.04
13267.0,3,36,9429.81
13268.0,18,11,3174.75
13269.0,1,28,8537.32
13270.0,366,1,590.0
13271.0,37,1,211.49
13272.0,31,2,276.56
13273.0,113,1,138.98
13274.0,409,1,360.85
13275.0,384,2,238.86
13276.0,64,5,1891.91
13277.0,16,7,523.3
13278.0,41,4,1435.85
13279.0,78,1,137.75
13280.0,122,7,2293.33
13281.0,439,1,350.85
13282.0,18,4,1313.19
13283.0,60,4,373.36
13284.0,331,1,201.19
13285.0,23,6,3364.59
13286.0,600,1,734.91
13287.0,603,3,781.59
13288.0,443,5,927.61
13289.0,724,1,307.95
13290.0,438,1,208.63
13291.0,156,11,3270.79
13292.0,39,5,994.51
13293.0,392,6,1192.94
13294.0,190,3,1689.53
13295.0,360,4,1101.97
13296.0,137,6,792.51
13297.0,8,7,4368.62
13298.0,1,1,360.0
13299.0,268,3,1218.7
13300.0,169,3,1285.51
13301.0,104,4,618.09
13302.0,155,2,159.2
13303.0,400,1,61.72
13304.0,351,4,1217.99
13305.0,4,16,3616.41
13306.0,430,1,53.65
13307.0,120,3,273.34
13308.0,23,4,1670.3700000000001
13309.0,7,6,1706.3700000000001
13310.0,28,5,1541.2
13311.0,4,2,598.57
13312.0,451,1,124.75
13313.0,22,12,3445.32
13314.0,2,3,775.94
13315.0,689,1,310.26
13316.0,37,10,12940.82
13317.0,66,19,6486.091
13318.0,1,3,640.76
13319.0,5,58,21323.22
13320.0,78,6,2211.6
13321.0,72,2,567.36
13322.0,17,1,199.48000000000002
13323.0,3,5,787.85
13324.0,36,18,10513.47
13325.0,82,1,675.3
13326.0,432,1,281.76
13327.0,39,20,9134.48
13328.0,316,1,1308.48
13329.0,32,8,4808.77
13330.0,93,6,2796.1
13331.0,402,1,262.4
13332.0,14,1,350.9
13333.0,411,3,1015.74
13334.0,82,5,6201.8
13336.0,77,1,795.12
13337.0,546,1,1575.26
13338.0,158,4,2445.62
13339.0,201,1,860.12
13340.0,45,12,22100.56
13341.0,261,1,775.85
13343.0,178,1,353.43
13344.0,68,3,2511.69
13345.0,288,1,389.5
13346.0,463,6,299.4
13347.0,70,1,341.36
13348.0,64,1,233.76
13349.0,11,1,247.32
13350.0,16,2,979.12
13351.0,66,1,373.94
13352.0,60,1,397.97999999999996
13354.0,71,1,743.53
13355.0,122,1,674.7
13356.0,80,1,768.24
13357.0,257,5,3805.5099999999998
13358.0,269,1,439.03
13359.0,64,2,1043.31
13360.0,432,4,1553.65
13361.0,472,2,1450.5
13362.0,9,7,5394.07
13363.0,18,3,1723.86
