Customer ID,Recency,Frequency,Monetary,Cluster,Segment
12409.0,79,7,23419.29,2,VIP Customers
12410.0,309,3,1013.71,3,At-Risk Valuable Customers
12411.0,410,1,346.9,0,Inactive Customers
12412.0,75,6,2596.93,3,At-Risk Valuable Customers
12413.0,67,4,999.45,3,At-Risk Valuable Customers
12414.0,217,6,952.41,3,At-Risk Valuable Customers
12415.0,24,28,144458.37,2,VIP Customers
12416.0,657,1,202.56,0,Inactive Customers
12417.0,3,20,6797.41,2,VIP Customers
12418.0,113,4,2021.2,3,At-Risk Valuable Customers
12419.0,386,2,503.01,0,Inactive Customers
12420.0,64,1,600.39,1,New & Growing Customers
12421.0,16,6,1098.6,1,New & Growing Customers
12422.0,96,17,5231.8,2,VIP Customers
12423.0,1,10,2622.39,2,VIP Customers
12424.0,163,4,3340.03,3,At-Risk Valuable Customers
12425.0,78,2,1741.41,3,At-Risk Valuable Customers
12426.0,195,2,1345.21,3,At-Risk Valuable Customers
12427.0,22,3,825.8,1,New & Growing Customers
12428.0,26,9,7956.46,2,VIP Customers
12429.0,9,8,6204.41,2,VIP Customers
12430.0,43,1,256.4,1,New & Growing Customers
12431.0,36,27,10432.22,2,VIP Customers
12432.0,43,5,5059.32,3,At-Risk Valuable Customers
12433.0,1,10,16794.14,2,VIP Customers
12434.0,85,3,1103.43,3,At-Risk Valuable Customers
12435.0,80,6,13925.93,2,VIP Customers
12436.0,100,1,509.01,0,Inactive Customers
12437.0,2,39,12683.4,2,VIP Customers
12438.0,14,2,2906.85,1,New & Growing Customers
12439.0,683,2,1142.88,3,At-Risk Valuable Customers
12440.0,462,2,859.2,0,Inactive Customers
12441.0,367,1,173.55,0,Inactive Customers
12442.0,3,1,172.06,1,New & Growing Customers
12443.0,732,1,485.31,0,Inactive Customers
12444.0,21,5,5005.46,2,VIP Customers
12445.0,22,2,434.98,1,New & Growing Customers
12446.0,58,1,1002.31,1,New & Growing Customers
12447.0,243,1,476.49,0,Inactive Customers
12448.0,44,1,449.45,1,New & Growing Customers
12449.0,22,6,4835.89,2,VIP Customers
12450.0,156,5,688.2,3,At-Risk Valuable Customers
12451.0,11,8,12669.88,2,VIP Customers
12452.0,17,2,430.57,1,New & Growing Customers
12453.0,134,1,707.09,0,Inactive Customers
12454.0,56,5,16679.78,2,VIP Customers
12455.0,73,10,5879.95,2,VIP Customers
12456.0,44,3,3181.04,3,At-Risk Valuable Customers
12457.0,66,8,2995.91,3,At-Risk Valuable Customers
12458.0,71,4,1777.49,3,At-Risk Valuable Customers
12459.0,605,1,454.36,0,Inactive Customers
12460.0,456,1,326.65,0,Inactive Customers
12461.0,94,2,826.88,3,At-Risk Valuable Customers
12462.0,19,2,1189.59,1,New & Growing Customers
12463.0,53,4,1344.78,3,At-Risk Valuable Customers
12464.0,10,8,1212.05,1,New & Growing Customers
12465.0,17,2,742.1899999999999,1,New & Growing Customers
12466.0,682,1,56.73,0,Inactive Customers
12467.0,423,1,132.8,0,Inactive Customers
12468.0,188,5,3670.74,3,At-Risk Valuable Customers
12469.0,523,2,3070.54,3,At-Risk Valuable Customers
12470.0,690,1,211.95,0,Inactive Customers
12471.0,2,79,39918.19,2,VIP Customers
12472.0,32,19,16249.29,2,VIP Customers
12473.0,29,5,3928.05,2,VIP Customers
12474.0,17,31,12372.75,2,VIP Customers
12475.0,54,2,1149.64,1,New & Growing Customers
12476.0,16,23,14083.91,2,VIP Customers
12477.0,23,9,20276.37,2,VIP Customers
12478.0,4,1,680.99,1,New & Growing Customers
12479.0,11,1,527.2,1,New & Growing Customers
12480.0,28,7,5464.85,2,VIP Customers
12481.0,23,15,12185.51,2,VIP Customers
12482.0,576,29,23691.4,2,VIP Customers
12483.0,17,19,5097.18,2,VIP Customers
12484.0,33,12,6354.1,2,VIP Customers
12485.0,529,1,708.1,0,Inactive Customers
12486.0,432,1,1037.28,0,Inactive Customers
12487.0,731,1,285.29999999999995,0,Inactive Customers
12488.0,10,3,1298.66,1,New & Growing Customers
12489.0,336,1,334.93,0,Inactive Customers
12490.0,5,21,9823.64,2,VIP Customers
12491.0,39,1,460.4,1,New & Growing Customers
12492.0,63,3,715.21,1,New & Growing Customers
12493.0,166,2,433.74,0,Inactive Customers
12494.0,16,9,1815.27,2,VIP Customers
12495.0,641,1,357.4,0,Inactive Customers
12496.0,620,2,45.34,0,Inactive Customers
12497.0,82,3,6248.5,3,At-Risk Valuable Customers
12498.0,21,3,403.7000000000001,1,New & Growing Customers
12499.0,560,1,393.72,0,Inactive Customers
12500.0,23,19,5955.21,2,VIP Customers
12501.0,337,1,2169.39,3,At-Risk Valuable Customers
12502.0,96,5,3723.87,3,At-Risk Valuable Customers
12503.0,584,1,1126.0,0,Inactive Customers
12504.0,18,4,779.05,1,New & Growing Customers
12505.0,409,1,955.2,0,Inactive Customers
12506.0,233,1,73.5,0,Inactive Customers
12507.0,134,4,1844.06,3,At-Risk Valuable Customers
12508.0,26,2,397.88,1,New & Growing Customers
12509.0,284,1,176.5,0,Inactive Customers
12510.0,143,9,5178.02,3,At-Risk Valuable Customers
12511.0,429,1,3084.02,3,At-Risk Valuable Customers
12512.0,66,2,132.18,0,Inactive Customers
12513.0,113,1,612.29,0,Inactive Customers
12514.0,267,2,1597.76,3,At-Risk Valuable Customers
12515.0,353,1,383.7,0,Inactive Customers
12516.0,78,4,2648.62,3,At-Risk Valuable Customers
12517.0,28,5,2481.6,1,New & Growing Customers
12518.0,1,5,2056.89,1,New & Growing Customers
12519.0,64,2,716.54,1,New & Growing Customers
12520.0,79,5,2634.26,3,At-Risk Valuable Customers
12521.0,143,1,599.68,0,Inactive Customers
12522.0,39,2,192.72,1,New & Growing Customers
12523.0,19,23,4352.35,2,VIP Customers
12524.0,9,17,11126.11,2,VIP Customers
12525.0,498,3,973.73,3,At-Risk Valuable Customers
12526.0,1,3,1316.66,1,New & Growing Customers
12527.0,82,5,735.51,3,At-Risk Valuable Customers
12528.0,9,6,1933.48,1,New & Growing Customers
12529.0,528,1,316.48,0,Inactive Customers
12530.0,60,9,3759.26,2,VIP Customers
12531.0,15,2,1933.2,1,New & Growing Customers
12532.0,30,1,349.83000000000004,1,New & Growing Customers
12533.0,628,2,1367.89,3,At-Risk Valuable Customers
12534.0,131,1,1089.18,0,Inactive Customers
12535.0,92,2,716.35,1,New & Growing Customers
12536.0,43,3,12601.830000000002,3,At-Risk Valuable Customers
12537.0,409,1,732.94,0,Inactive Customers
12538.0,29,2,640.45,1,New & Growing Customers
12539.0,22,7,11214.75,2,VIP Customers
12540.0,20,33,22254.49,2,VIP Customers
12541.0,30,3,981.18,1,New & Growing Customers
12542.0,484,2,481.88,0,Inactive Customers
12543.0,448,1,980.25,0,Inactive Customers
12544.0,36,1,372.7,1,New & Growing Customers
12545.0,75,2,1000.39,1,New & Growing Customers
12546.0,47,2,1161.5,1,New & Growing Customers
12547.0,198,3,383.58,0,Inactive Customers
12548.0,166,1,95.2,0,Inactive Customers
12549.0,576,6,1575.68,3,At-Risk Valuable Customers
12550.0,79,1,964.83,1,New & Growing Customers
12551.0,358,1,168.0,0,Inactive Customers
12552.0,39,2,437.82,1,New & Growing Customers
12553.0,8,12,4608.75,2,VIP Customers
12554.0,449,1,468.5,0,Inactive Customers
12555.0,682,1,129.23,0,Inactive Customers
12556.0,50,2,599.56,1,New & Growing Customers
12557.0,16,8,18096.14,2,VIP Customers
12558.0,8,1,269.96,1,New & Growing Customers
12559.0,311,2,561.71,0,Inactive Customers
12560.0,5,3,2134.01,1,New & Growing Customers
12561.0,303,1,238.85,0,Inactive Customers
12562.0,8,9,4966.92,2,VIP Customers
12563.0,409,1,249.24,0,Inactive Customers
12564.0,261,1,456.9,0,Inactive Customers
12565.0,289,1,145.92,0,Inactive Customers
12566.0,86,1,351.65,0,Inactive Customers
12567.0,23,15,11767.48,2,VIP Customers
12568.0,645,1,70.0,0,Inactive Customers
12569.0,2,32,4124.69,2,VIP Customers
12570.0,682,1,77.52,0,Inactive Customers
12571.0,40,2,519.61,1,New & Growing Customers
12572.0,9,2,1020.42,1,New & Growing Customers
12573.0,227,5,717.41,3,At-Risk Valuable Customers
12574.0,316,1,218.45,0,Inactive Customers
12575.0,457,2,622.8199999999999,0,Inactive Customers
12576.0,36,8,2142.72,2,VIP Customers
12577.0,35,8,1617.1,3,At-Risk Valuable Customers
12578.0,21,4,4642.45,1,New & Growing Customers
12579.0,78,1,440.42,0,Inactive Customers
12580.0,247,2,1052.9,3,At-Risk Valuable Customers
12581.0,40,1,197.71,1,New & Growing Customers
12582.0,239,4,1980.4,3,At-Risk Valuable Customers
12583.0,3,27,13591.58,2,VIP Customers
12584.0,4,9,2338.15,2,VIP Customers
12585.0,234,2,2040.1,3,At-Risk Valuable Customers
12586.0,17,4,2062.67,1,New & Growing Customers
12587.0,8,1,144.0,1,New & Growing Customers
12588.0,39,4,958.78,1,New & Growing Customers
12589.0,29,8,4695.66,2,VIP Customers
12590.0,211,2,9864.26,3,At-Risk Valuable Customers
12591.0,317,3,1338.95,3,At-Risk Valuable Customers
12592.0,92,5,2582.66,3,At-Risk Valuable Customers
12593.0,109,3,418.1,0,Inactive Customers
12594.0,38,15,5090.110000000001,2,VIP Customers
12595.0,505,1,299.02,0,Inactive Customers
12596.0,51,2,618.27,1,New & Growing Customers
12597.0,19,4,3811.22,1,New & Growing Customers
12598.0,10,11,4534.09,2,VIP Customers
12599.0,29,13,2296.72,2,VIP Customers
12600.0,29,21,4967.42,2,VIP Customers
12601.0,190,6,681.26,3,At-Risk Valuable Customers
12602.0,59,1,153.12,0,Inactive Customers
12603.0,22,1,739.1999999999999,1,New & Growing Customers
12604.0,79,2,254.18,0,Inactive Customers
12605.0,376,4,1232.95,3,At-Risk Valuable Customers
12606.0,682,1,21.0,0,Inactive Customers
12607.0,60,1,1579.51,1,New & Growing Customers
12608.0,405,1,415.79,0,Inactive Customers
12609.0,78,9,3435.86,3,At-Risk Valuable Customers
12610.0,23,5,2099.54,1,New & Growing Customers
12611.0,52,1,1193.32,1,New & Growing Customers
12612.0,74,1,704.0400000000001,1,New & Growing Customers
12613.0,57,10,6817.37,2,VIP Customers
12614.0,278,1,315.6,0,Inactive Customers
12615.0,2,8,5740.98,2,VIP Customers
12616.0,95,3,1131.1,3,At-Risk Valuable Customers
12617.0,29,1,352.98,1,New & Growing Customers
12618.0,22,1,177.31,1,New & Growing Customers
12619.0,16,10,3781.38,2,VIP Customers
12620.0,15,3,1339.41,1,New & Growing Customers
12621.0,2,35,24311.2,2,VIP Customers
12622.0,232,1,180.1,0,Inactive Customers
12623.0,276,7,3747.84,3,At-Risk Valuable Customers
12624.0,106,2,641.13,3,At-Risk Valuable Customers
12625.0,212,4,5164.88,3,At-Risk Valuable Customers
12626.0,23,9,6620.48,2,VIP Customers
12627.0,11,7,4478.53,2,VIP Customers
12628.0,4,3,786.46,1,New & Growing Customers
12629.0,386,2,1558.22,3,At-Risk Valuable Customers
12630.0,10,2,1270.88,1,New & Growing Customers
12631.0,57,6,3481.57,3,At-Risk Valuable Customers
12632.0,521,2,804.88,0,Inactive Customers
12633.0,59,7,5678.16,2,VIP Customers
12634.0,536,2,490.0,0,Inactive Customers
12635.0,90,4,2930.41,3,At-Risk Valuable Customers
12636.0,739,1,141.0,0,Inactive Customers
12637.0,67,12,8283.81,2,VIP Customers
12638.0,33,2,921.49,1,New & Growing Customers
12639.0,239,3,1312.37,3,At-Risk Valuable Customers
12640.0,24,3,1174.58,1,New & Growing Customers
12641.0,115,1,185.9,0,Inactive Customers
12642.0,25,3,1013.26,1,New & Growing Customers
12643.0,128,12,8304.82,2,VIP Customers
12644.0,130,4,1918.49,3,At-Risk Valuable Customers
12645.0,34,8,3539.3,2,VIP Customers
12646.0,5,2,1346.97,1,New & Growing Customers
12647.0,22,36,16955.55,2,VIP Customers
12648.0,155,4,1112.0,3,At-Risk Valuable Customers
12649.0,107,8,2294.65,3,At-Risk Valuable Customers
12650.0,3,1,314.44,1,New & Growing Customers
12651.0,335,4,377.75,0,Inactive Customers
12652.0,331,2,1017.03,3,At-Risk Valuable Customers
12653.0,149,3,4160.83,3,At-Risk Valuable Customers
12654.0,11,5,601.98,1,New & Growing Customers
12655.0,424,1,261.35,0,Inactive Customers
12656.0,17,8,6407.83,2,VIP Customers
12657.0,11,4,1643.18,1,New & Growing Customers
12658.0,19,1,686.05,1,New & Growing Customers
12659.0,30,1,91.68,1,New & Growing Customers
12660.0,11,1,245.1,1,New & Growing Customers
12661.0,436,1,162.0,0,Inactive Customers
12662.0,1,20,6726.54,2,VIP Customers
12663.0,625,2,239.4,0,Inactive Customers
12664.0,8,11,6070.04,2,VIP Customers
12665.0,325,3,313.6,0,Inactive Customers
12666.0,394,1,1248.42,0,Inactive Customers
12667.0,58,1,620.13,1,New & Growing Customers
12668.0,12,10,11383.03,2,VIP Customers
12669.0,151,3,2744.03,3,At-Risk Valuable Customers
12670.0,10,7,3760.29,2,VIP Customers
12671.0,606,1,2622.481,3,At-Risk Valuable Customers
12672.0,330,2,437.05,0,Inactive Customers
12673.0,5,3,1230.02,1,New & Growing Customers
12674.0,39,4,1970.6,1,New & Growing Customers
12675.0,554,2,957.25,0,Inactive Customers
12676.0,25,11,2843.09,2,VIP Customers
12677.0,555,2,395.1,0,Inactive Customers
12678.0,42,21,34281.18,2,VIP Customers
12679.0,59,4,1113.02,3,At-Risk Valuable Customers
12680.0,1,4,880.81,1,New & Growing Customers
12681.0,15,45,29834.76,2,VIP Customers
12682.0,4,52,22950.22,2,VIP Customers
12683.0,4,21,11633.7,2,VIP Customers
12684.0,8,7,2283.63,2,VIP Customers
12685.0,28,6,2863.08,2,VIP Customers
12686.0,372,1,89.14,0,Inactive Customers
12687.0,481,2,2138.91,3,At-Risk Valuable Customers
12688.0,114,1,4873.81,3,At-Risk Valuable Customers
12689.0,26,2,1247.61,1,New & Growing Customers
12690.0,206,1,389.01,0,Inactive Customers
12691.0,28,7,1170.4,1,New & Growing Customers
12692.0,637,1,110.95,0,Inactive Customers
12693.0,127,7,1703.02,3,At-Risk Valuable Customers
12694.0,70,3,1843.35,3,At-Risk Valuable Customers
12695.0,7,7,1407.12,1,New & Growing Customers
12696.0,435,2,851.91,0,Inactive Customers
12697.0,29,3,957.59,1,New & Growing Customers
12698.0,590,1,339.75,0,Inactive Customers
12699.0,418,1,638.11,0,Inactive Customers
12700.0,8,4,4939.99,2,VIP Customers
12701.0,80,6,2446.41,3,At-Risk Valuable Customers
12702.0,20,1,219.0,1,New & Growing Customers
12703.0,71,4,1006.53,3,At-Risk Valuable Customers
12704.0,7,8,2340.84,2,VIP Customers
12705.0,15,14,11762.1,2,VIP Customers
12707.0,292,1,603.42,0,Inactive Customers
12708.0,30,18,5117.66,2,VIP Customers
12709.0,15,34,30291.76,2,VIP Customers
12710.0,97,3,1149.02,3,At-Risk Valuable Customers
12711.0,612,2,1339.05,3,At-Risk Valuable Customers
12712.0,29,21,6723.03,2,VIP Customers
12713.0,1,1,848.55,1,New & Growing Customers
12714.0,9,12,14093.71,2,VIP Customers
12715.0,106,1,343.36,0,Inactive Customers
12716.0,4,2,1053.49,1,New & Growing Customers
12717.0,151,3,1308.91,3,At-Risk Valuable Customers
12718.0,71,1,238.25,0,Inactive Customers
12719.0,5,2,644.95,1,New & Growing Customers
12720.0,3,30,7787.28,2,VIP Customers
12721.0,32,8,4013.08,2,VIP Customers
12722.0,85,4,997.63,3,At-Risk Valuable Customers
12723.0,4,5,725.07,1,New & Growing Customers
12724.0,5,7,2317.52,2,VIP Customers
12725.0,371,4,2266.76,3,At-Risk Valuable Customers
12726.0,28,11,4014.6,2,VIP Customers
12727.0,11,10,5679.53,2,VIP Customers
12728.0,71,5,1070.17,3,At-Risk Valuable Customers
12729.0,114,1,453.01,0,Inactive Customers
12730.0,522,1,829.25,0,Inactive Customers
12731.0,24,17,25775.71,2,VIP Customers
12732.0,180,1,236.26,0,Inactive Customers
12733.0,234,4,2424.87,3,At-Risk Valuable Customers
12734.0,353,3,639.65,3,At-Risk Valuable Customers
12735.0,315,2,779.5699999999999,0,Inactive Customers
12736.0,333,1,234.0,0,Inactive Customers
12737.0,499,2,3710.5,3,At-Risk Valuable Customers
12738.0,372,1,155.35,0,Inactive Customers
12739.0,78,4,2726.73,3,At-Risk Valuable Customers
12740.0,64,1,427.6,1,New & Growing Customers
12741.0,529,2,406.07,0,Inactive Customers
12742.0,626,1,1201.52,0,Inactive Customers
12743.0,134,2,540.13,0,Inactive Customers
12744.0,52,11,25317.06,2,VIP Customers
12745.0,487,3,925.41,3,At-Risk Valuable Customers
12746.0,541,1,254.55,0,Inactive Customers
12747.0,2,26,8898.48,2,VIP Customers
12748.0,1,336,53539.64,2,VIP Customers
12749.0,4,9,6897.36,2,VIP Customers
12750.0,129,1,275.88,0,Inactive Customers
12751.0,445,1,268.27,0,Inactive Customers
12752.0,81,1,4366.78,3,At-Risk Valuable Customers
12753.0,23,6,21429.39,2,VIP Customers
12754.0,236,3,3010.74,3,At-Risk Valuable Customers
12755.0,281,11,5236.259999999999,3,At-Risk Valuable Customers
12756.0,87,1,112.07999999999998,0,Inactive Customers
12757.0,16,13,7834.650000000001,2,VIP Customers
12758.0,117,7,9903.24,3,At-Risk Valuable Customers
12759.0,52,8,5020.74,2,VIP Customers
12760.0,456,1,347.8,0,Inactive Customers
12761.0,458,2,782.95,0,Inactive Customers
12762.0,8,2,1898.52,1,New & Growing Customers
12763.0,138,2,494.08,0,Inactive Customers
12764.0,317,1,1693.88,3,At-Risk Valuable Customers
12765.0,472,6,1404.58,3,At-Risk Valuable Customers
12766.0,4,9,8918.99,2,VIP Customers
12767.0,376,1,949.82,0,Inactive Customers
12768.0,451,1,168.69000000000003,0,Inactive Customers
12769.0,239,1,1143.6,0,Inactive Customers
12770.0,211,2,3246.45,3,At-Risk Valuable Customers
12771.0,486,1,282.3,0,Inactive Customers
12772.0,60,1,892.47,1,New & Growing Customers
12773.0,564,1,124.25,0,Inactive Customers
12774.0,536,1,98.7,0,Inactive Customers
12775.0,17,7,1686.12,1,New & Growing Customers
12776.0,668,1,55.5,0,Inactive Customers
12777.0,458,1,519.45,0,Inactive Customers
12778.0,20,9,1775.68,2,VIP Customers
12779.0,38,14,6474.11,2,VIP Customers
12780.0,599,1,337.4,0,Inactive Customers
12781.0,64,2,826.74,1,New & Growing Customers
12782.0,5,11,4618.24,2,VIP Customers
12783.0,2,6,2225.91,2,VIP Customers
12784.0,9,3,1763.15,1,New & Growing Customers
12785.0,364,3,1100.4,3,At-Risk Valuable Customers
12786.0,610,1,728.5,0,Inactive Customers
12787.0,10,4,862.18,1,New & Growing Customers
12788.0,463,4,444.9,0,Inactive Customers
12789.0,65,3,273.35,1,New & Growing Customers
12790.0,192,2,591.85,0,Inactive Customers
12791.0,374,6,863.51,3,At-Risk Valuable Customers
12792.0,257,2,827.01,3,At-Risk Valuable Customers
12793.0,335,3,885.53,3,At-Risk Valuable Customers
12794.0,53,2,860.41,1,New & Growing Customers
12795.0,19,1,430.48,1,New & Growing Customers
12796.0,628,1,381.0,0,Inactive Customers
12797.0,366,2,552.08,0,Inactive Customers
12798.0,10,4,8510.93,2,VIP Customers
12799.0,529,1,219.35,0,Inactive Customers
12800.0,470,3,584.25,0,Inactive Customers
12801.0,501,1,1071.82,0,Inactive Customers
12802.0,187,7,2416.42,3,At-Risk Valuable Customers
12803.0,393,1,1092.81,0,Inactive Customers
12804.0,466,2,325.37,0,Inactive Customers
12805.0,382,4,1434.95,3,At-Risk Valuable Customers
12806.0,435,4,2878.96,3,At-Risk Valuable Customers
12807.0,383,1,330.35,0,Inactive Customers
12808.0,37,5,776.7,1,New & Growing Customers
12809.0,178,3,1755.94,3,At-Risk Valuable Customers
12810.0,535,2,534.99,0,Inactive Customers
12811.0,261,5,1033.9,3,At-Risk Valuable Customers
12812.0,45,1,229.64,1,New & Growing Customers
12813.0,502,3,1687.8,3,At-Risk Valuable Customers
12814.0,102,1,125.92,0,Inactive Customers
12815.0,148,2,1063.46,3,At-Risk Valuable Customers
12816.0,96,2,572.2,1,New & Growing Customers
12817.0,281,3,690.98,3,At-Risk Valuable Customers
12818.0,262,1,1542.08,3,At-Risk Valuable Customers
12819.0,458,1,540.52,0,Inactive Customers
12820.0,3,11,2689.52,2,VIP Customers
12821.0,214,2,220.8,0,Inactive Customers
12822.0,71,2,948.88,1,New & Growing Customers
12823.0,75,18,6501.5,2,VIP Customers
12824.0,60,1,397.12,1,New & Growing Customers
12825.0,521,2,518.63,0,Inactive Customers
12826.0,3,12,2800.75,2,VIP Customers
12827.0,6,3,430.15,1,New & Growing Customers
12828.0,3,6,1018.71,1,New & Growing Customers
12829.0,337,3,385.3,0,Inactive Customers
12830.0,38,6,6814.64,2,VIP Customers
12831.0,262,3,451.11,0,Inactive Customers
12832.0,32,2,383.03,1,New & Growing Customers
12833.0,145,1,417.38,0,Inactive Customers
12834.0,283,1,312.38,0,Inactive Customers
12835.0,428,41,5996.83,2,VIP Customers
12836.0,59,15,6559.7300000000005,2,VIP Customers
12837.0,173,2,662.66,0,Inactive Customers
12838.0,34,10,2975.91,2,VIP Customers
12839.0,3,26,9669.12,2,VIP Customers
12840.0,144,7,4041.97,3,At-Risk Valuable Customers
12841.0,5,40,6958.2,2,VIP Customers
12842.0,70,4,1917.99,3,At-Risk Valuable Customers
12843.0,66,30,6583.36,2,VIP Customers
12844.0,29,4,648.6,1,New & Growing Customers
12845.0,267,4,354.09,0,Inactive Customers
12846.0,682,1,15.58,0,Inactive Customers
12847.0,22,2,1609.0,1,New & Growing Customers
12848.0,676,1,208.0,0,Inactive Customers
12849.0,31,6,3042.47,2,VIP Customers
12850.0,446,1,330.0,0,Inactive Customers
12851.0,97,2,280.76,0,Inactive Customers
12852.0,295,1,311.55,0,Inactive Customers
12853.0,135,11,3907.5,3,At-Risk Valuable Customers
12854.0,79,7,2970.9700000000003,3,At-Risk Valuable Customers
12855.0,373,4,612.84,3,At-Risk Valuable Customers
12856.0,8,6,2170.78,1,New & Growing Customers
12857.0,211,6,3688.0,3,At-Risk Valuable Customers
12858.0,383,1,147.27,0,Inactive Customers
12859.0,459,1,575.1,0,Inactive Customers
12860.0,693,1,54.22,0,Inactive Customers
12861.0,620,1,68.25,0,Inactive Customers
12862.0,426,2,984.62,3,At-Risk Valuable Customers
12863.0,52,6,2792.55,3,At-Risk Valuable Customers
12864.0,138,2,299.57,0,Inactive Customers
12865.0,26,4,3323.47,1,New & Growing Customers
12866.0,283,3,1227.35,3,At-Risk Valuable Customers
12867.0,26,13,7829.26,2,VIP Customers
12868.0,186,8,2043.76,3,At-Risk Valuable Customers
12869.0,682,1,337.67,0,Inactive Customers
12870.0,375,3,1676.95,3,At-Risk Valuable Customers
12871.0,84,3,744.02,3,At-Risk Valuable Customers
12872.0,327,12,3283.96,3,At-Risk Valuable Customers
12873.0,282,3,2027.3,3,At-Risk Valuable Customers
12874.0,385,2,948.42,3,At-Risk Valuable Customers
12875.0,143,5,1356.99,3,At-Risk Valuable Customers
12876.0,58,4,4081.79,3,At-Risk Valuable Customers
12877.0,4,20,2942.14,2,VIP Customers
12878.0,236,2,854.99,3,At-Risk Valuable Customers
12879.0,45,3,573.22,1,New & Growing Customers
12880.0,382,2,640.13,0,Inactive Customers
12881.0,276,1,298.0,0,Inactive Customers
12882.0,9,2,1463.04,1,New & Growing Customers
12883.0,25,4,703.47,1,New & Growing Customers
12884.0,88,1,309.05,0,Inactive Customers
12885.0,63,3,1175.22,3,At-Risk Valuable Customers
12886.0,68,2,1378.4,1,New & Growing Customers
12887.0,384,1,222.4,0,Inactive Customers
12888.0,214,2,354.12,0,Inactive Customers
12889.0,381,4,385.46,0,Inactive Customers
12890.0,24,2,706.02,1,New & Growing Customers
12891.0,186,11,840.5,3,At-Risk Valuable Customers
12892.0,397,1,263.38,0,Inactive Customers
12893.0,31,1,176.55,1,New & Growing Customers
12894.0,575,1,157.35,0,Inactive Customers
12895.0,42,2,372.8,1,New & Growing Customers
12897.0,205,4,514.25,3,At-Risk Valuable Customers
12898.0,464,2,296.21000000000004,0,Inactive Customers
12899.0,414,1,366.4,0,Inactive Customers
12900.0,422,1,340.33,0,Inactive Customers
12901.0,9,28,17654.54,2,VIP Customers
12902.0,265,1,138.68,0,Inactive Customers
12903.0,429,1,833.53,0,Inactive Customers
12904.0,18,2,496.06,1,New & Growing Customers
12905.0,577,2,1018.42,3,At-Risk Valuable Customers
12906.0,12,5,2919.81,1,New & Growing Customers
12907.0,396,2,508.91,0,Inactive Customers
